id,Domain,Status,Attractiveness,Demand,Length,Registrar,Created,Expires
5444cc82-f589-4d95-979c-f001d951d95f,getoutthevote.at,available,74,80,16,,,
86e4b6b8-58e9-49f3-b699-fac8970599f5,getoutthevote.cloud,available,74,80,16,,,
deae6d43-6229-419d-a350-72f839731478,getoutthevote.co,available,74,80,16,,,
1b6ebfd8-3724-4d5d-b91c-1afcbca7c370,getoutthevote.dev,available,74,80,16,,,
e569f9f5-97aa-46ac-a533-4f6199954e18,getoutthevote.expert,available,74,80,16,,,
327e10e7-84dd-4d95-abfb-946aa855f4ad,getoutthevote.gg,available,74,80,16,,,
ec615064-9743-4fe6-9a4a-f4ca8a9d0c04,getoutthevote.me,available,74,80,16,,,
17a516a0-1d1b-4547-970a-17f4bb057874,getoutthevote.net,available,74,80,16,,,
20460888-7be4-4337-8925-03e217fce3f1,getoutthevote.ninja,available,74,80,16,,,
ea2f22a6-b0d0-4bbe-a7ec-2703a55ed8a4,getoutthevote.online,available,74,80,16,,,
8ba18813-1cb0-4c1b-907c-99a8a980492d,getoutthevote.pro,available,74,80,16,,,
e5433f57-1bc1-4618-805b-46ea31e4dfd1,getoutthevote.site,available,74,80,16,,,
cc6c0862-c6ef-4fee-86cb-c8da28d5a170,getoutthevote.so,available,74,80,16,,,
61ab8504-cc0a-41a3-9aad-55ba3a0c0dfb,getoutthevote.space,available,74,80,16,,,
5a320164-e830-4cfa-bdc4-936b262581a7,getoutthevote.store,available,74,80,16,,,
0118fd95-9b34-4c3c-8518-c2db8ae8f7d1,getoutthevote.tech,available,74,80,16,,,
a637d1ff-6f78-4e93-8b40-e926bff31caf,getoutthevote.xyz,available,74,80,16,,,
eeac36ff-1ef8-461a-81e9-f9d50f2e788c,getoutthevote.zone,available,74,80,16,,,
8dd5d514-27be-432b-9442-4f1b02db6f24,governance.at,available,64,92,10,,,
136b102b-eaa6-408c-804a-7ffc353840cf,governance.ninja,available,64,92,10,,,
142608f1-60e7-466a-bcf7-05800c44ed84,governance.pro,sold,64,92,10,Dynadot Inc,31/12/2020 14:30,31/12/2026 14:30
b15eac26-2786-4dc8-a2eb-a13299d780ad,governance.so,sold,64,92,10,NameCheap,30/09/2023 06:49,30/09/2025 06:49
57857673-6c77-48fd-b9ae-ae989ed906a9,governance.xyz,sold,64,92,10,Dynadot LLC,24/11/2016 00:08,24/11/2028 23:59
14c94b1f-6d0d-45a3-8ef7-e7418007c871,publicpolicy.app,available,,84,13,,,
45f25f99-b775-4927-8bca-391714dc5c08,publicpolicy.at,sold,,84,13,World4You Internet Services GmbH ( https://nic.at/registrar/61 ),,
7b529848-5216-4fd4-864e-8aa0a29b8141,publicpolicy.cloud,available,,84,13,,,
599c6349-f181-4979-b20d-c6c20b0c6fca,publicpolicy.dev,available,,84,13,,,
cceaf85c-9924-4b7d-8498-d54c4428ca2e,publicpolicy.expert,expiring,,84,13,Tucows Domains Inc.,25/07/2014 03:11,25/07/2025 03:11
e6a05ae0-097a-487f-b8fa-9640b66c4929,publicpolicy.gg,available,,84,13,,,
c49746be-9c30-4ce8-8570-09580838cf9a,publicpolicy.io,available,,84,13,,,
06ed0426-c1e8-4c36-b1d6-ad517af581ef,publicpolicy.ninja,available,,84,13,,,
3796f487-fcb7-477e-8b92-12ec2881d0cc,publicpolicy.online,available,,84,13,,,
11966e6f-9db7-47ea-8001-395c790b871d,publicpolicy.site,available,,84,13,,,
d0d8c7dc-1618-4042-83ee-b73f734f53ac,publicpolicy.so,available,,84,13,,,
0abe7112-0b9a-4e21-8fc2-542839ae2c9a,publicpolicy.store,available,,84,13,,,
471c4ea1-814f-4f7a-92c4-36dd3a1490f0,publicpolicy.tech,available,,84,13,,,
58e6a281-7d19-43b4-903a-b1a57ccd6848,publicpolicy.xyz,resell,,84,13,"CHENGDU WEST DIMENSION DIGITAL TECHNOLOGY CO., LTD.",04/11/2024 12:08,04/11/2025 23:59
e586e9c0-b217-4659-933c-dbcd57ff1d95,publicpolicy.zone,available,,84,13,,,
268fe90c-4c46-41cb-b398-fc6cef9638f3,legislation.ai,resell,64,80,11,101domain GRS Limited,16/12/2017 02:13,04/12/2025 02:13
bf3a9711-a697-4e21-9f2d-f5ff45240726,legislation.at,available,64,80,11,,,
c7dd99cf-3231-4b38-9324-df60b071ffb1,legislation.co,resell,64,80,11,Zhuimi Inc,17/06/2021 17:00,17/06/2026 17:00
c0eca4a0-d494-418b-a308-6baa0d33d1eb,legislation.dev,available,64,80,11,,,
0f65b100-dd87-413f-8773-70099af54859,legislation.expert,available,64,80,11,,,
1520e35d-49ba-4811-8eda-333468825222,legislation.gg,available,64,80,11,,,
c6a42bec-7d3e-48ad-845b-c3fac2be3341,legislation.ninja,available,64,80,11,,,
